old_ex_id,old_pack,step4_real_report_line,archive_source,archive_sha256,archive_line,old_br_refs,old_tc_refs,old_ac_refs,current_disposition,semantic_class,semantic_target_old_ac,semantic_target_new_ac,semantic_basis,decision_authority,required_action,step7_active_br_report_lines,new_ex_ids,new_ex_paths,new_contract_rule_refs,source_resolution,reviewer_evidence
EX-0012-0120,spec-0012,930,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,158,BR-0012-0023,TC-0012-0351,AC-0012-0020,active_no_live_ac,new_ac_needed,,,Active BR-0012-0023 generator/reviewer separation has only retired AC-0012-0020 in legacy TC references; preserve BR and author or select a live criterion by SDD.,plan.yaml#BR-0012-0023,"SDD add or amend live AC, then author EX and test",BR-0012-0023:115,EX-0001-0100-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0100/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0265,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0121,spec-0012,931,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,165,BR-0012-0025,TC-0012-0337,AC-0012-0031,retired_or_superseded,,,,,retired-rule-disposition.md#BR-0012-0025,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0012-0123,spec-0012,932,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,184,BR-0012-0028,"TC-0012-0355,TC-0012-0375,TC-0012-0396,TC-0012-0398,TC-0012-0401,TC-0012-0404,TC-0012-0409,TC-0012-0410","AC-0012-0037,AC-0012-0044,AC-0012-0049",active_single_br_tc_target,single,AC-0012-0037,AC-0001-0118-02,Zero UI-bearing scope at cycle 0 is the resolver no-op branch.,plan.yaml#BR-0012-0028,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0118-05,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0118/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0268,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0124,spec-0012,933,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,191,BR-0012-0029,"TC-0012-0357,TC-0012-0358,TC-0012-0393","AC-0012-0038,AC-0012-0039",active_split_or_sdd_decision,single,AC-0012-0038,AC-0001-0127-01,Ten-cycle terminator and index 9 are one iteration-budget criterion.,plan.yaml#BR-0012-0029,SDD place one EX under reviewed AC; normalize story-tree wording,BR-0012-0029:119,EX-0001-0127-01,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0127/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0269,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0125,spec-0012,934,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,198,BR-0012-0029,"TC-0012-0359,TC-0012-0360,TC-0012-0361","AC-0012-0038,AC-0012-0039",active_split_or_sdd_decision,split,AC-0012-0038;AC-0012-0039,AC-0001-0127-01;AC-0001-0127-02,Runtime constants/budget and validator rejection of out-of-range evidence are separate assertions.,plan.yaml#BR-0012-0029,SDD split into one EX per reviewed AC and preserve old provenance,BR-0012-0029:119,EX-0001-0127-02;EX-0001-0127-03,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0127/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0269,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0134,spec-0012,935,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,261,BR-0012-0034,"TC-0012-0373,TC-0012-0375","AC-0012-0044,AC-0012-0045",active_split_or_sdd_decision,single,AC-0012-0035,AC-0001-0115-01,Specific DESIGN.md hash mismatch; hard-stop catalog also references the class but does not require a duplicate EX.,plan.yaml#BR-0012-0034,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0115-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0115/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping-iterate.md#BR-0274,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0135,spec-0012,936,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,268,BR-0012-0034,"TC-0012-0374,TC-0012-0375","AC-0012-0044,AC-0012-0045",active_split_or_sdd_decision,single,AC-0012-0045,AC-0001-0122-02,Reviewer Playwright session failure hard-stop class.,plan.yaml#BR-0012-0034,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0122-05,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0122/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping-iterate.md#BR-0274,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0138,spec-0012,937,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,289,BR-0012-0036,"TC-0012-0381,TC-0012-0382,TC-0012-0399,TC-0012-0400,TC-0012-0402,TC-0012-0403,TC-0012-0405,TC-0012-0406,TC-0012-0407,TC-0012-0408,TC-0012-0411,TC-0012-0412,TC-0012-0413,TC-0012-0414","AC-0012-0037,AC-0012-0043,AC-0012-0047",active_single_br_tc_target,single,AC-0012-0047,AC-0001-0124-01,Certify per-scope review presence. Rewrite spec ID wording to UI contract ID at story-tree cutover.,plan.yaml#BR-0012-0036,SDD place one EX under reviewed AC; normalize story-tree wording,BR-0012-0036:120,EX-0001-0124-04,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0124/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0276,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0140,spec-0012,938,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,303,BR-0012-0038,"TC-0012-0375,TC-0012-0385,TC-0012-0397,TC-0012-0404,TC-0012-0409,TC-0012-0410","AC-0012-0037,AC-0012-0044,AC-0012-0049,AC-0012-0051",active_single_br_tc_target,single,AC-0012-0049,AC-0001-0125-01,Added UI scope mid-run is deferred and hard-stops; rewrite spec ID wording to UI contract ID.,plan.yaml#BR-0012-0038,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0125-04,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0125/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping-iterate.md#BR-0278,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0143,spec-0012,939,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,324,BR-0012-0040,"TC-0012-0388,TC-0012-0390,TC-0012-0397","AC-0012-0049,AC-0012-0051,AC-0012-0083",active_split_or_sdd_decision,single,AC-0012-0051,AC-0001-0125-02,"Frozen UI contract set, not stock-photo license catalog.",plan.yaml#BR-0012-0040,SDD place one EX under reviewed AC; normalize story-tree wording,BR-0012-0040:121,EX-0001-0125-05,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0125/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0280,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0144,spec-0012,940,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,331,BR-0012-0040,"TC-0012-0389,TC-0012-0390","AC-0012-0051,AC-0012-0083",active_split_or_sdd_decision,single,AC-0012-0083,AC-0001-0126-01,"Frozen stock-photo license catalog, not UI contract set.",plan.yaml#BR-0012-0040,SDD place one EX under reviewed AC; normalize story-tree wording,BR-0012-0040:121,EX-0001-0126-01,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0126/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0280,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0145,spec-0012,941,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,338,BR-0012-0034,"TC-0012-0415,TC-0012-0416","AC-0012-0038,AC-0012-0045",active_single_br_tc_target,single,AC-0012-0038,AC-0001-0127-01,Cycle-9 repeat invocation returns budget terminator directly.,plan.yaml#BR-0012-0034,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0127-04,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0127/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping-iterate.md#BR-0274,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0148,spec-0012,942,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,359,BR-0012-0034,TC-0012-0419,"AC-0012-0037,AC-0012-0045,AC-0012-0049",active_single_br_tc_target,single,AC-0012-0045,AC-0001-0122-02,Live UI set removed at cycle >=1 is hard-stop class (d); rewrite to UI contract IDs.,plan.yaml#BR-0012-0034,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0122-06,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0122/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping-iterate.md#BR-0274,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0152,spec-0012,943,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,387,BR-0012-0030,TC-0012-0423,"AC-0012-0037,AC-0012-0049",retired_or_superseded,retire,,,P7 REMOVE explicitly names this EX in DEC-0266 and spec-0012/10_Plan.md; per-spec contract subdir detection ends with UI-contract unit.,DEC-0266 and spec-0012/10_Plan.md,SDD approve retirement before removing active source; preserve current replacement coverage,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0012-0153,spec-0012,944,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,394,BR-0012-0038,TC-0012-0424,"AC-0012-0045,AC-0012-0049",active_single_br_tc_target,single,AC-0012-0045,AC-0001-0122-02,Hard-stop before convergence is the ordering invariant; rewrite spec marker to UI contract disappearance.,plan.yaml#BR-0012-0038,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0122-07,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0122/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping-iterate.md#BR-0278,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0181,spec-0012,945,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,595,BR-0012-0060,"TC-0012-0471,TC-0012-0472","AC-0012-0072,AC-0012-0073",active_split_or_sdd_decision,split,AC-0012-0072;AC-0012-0073,AC-0001-0147-01;AC-0001-0147-02,Skeleton emission/evidence and no-flag unchanged behavior are distinct cases.,plan.yaml#BR-0012-0060,SDD split into one EX per reviewed AC and preserve old provenance,BR-0012-0060:122,EX-0001-0147-01;EX-0001-0147-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0147/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping-iterate.md#BR-0300,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0182,spec-0012,946,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,602,BR-0012-0061,"TC-0012-0473,TC-0012-0474","AC-0012-0074,AC-0012-0075",active_split_or_sdd_decision,split,AC-0012-0074;AC-0012-0075,AC-0001-0148-01;AC-0001-0148-02,In-zone hash preservation and out-of-zone invalidation are distinct cases.,plan.yaml#BR-0012-0061,SDD split into one EX per reviewed AC and preserve old provenance,BR-0012-0061:123,EX-0001-0148-01;EX-0001-0148-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0148/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0301,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0183,spec-0012,947,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,609,BR-0012-0062,"TC-0012-0475,TC-0012-0476","AC-0012-0076,AC-0012-0077",active_split_or_sdd_decision,split,AC-0012-0076;AC-0012-0077,AC-0001-0149-01;AC-0001-0149-02,Exploration relaxation/recording and certify rejection are distinct commands.,plan.yaml#BR-0012-0062,SDD split into one EX per reviewed AC and preserve old provenance,BR-0012-0062:124,EX-0001-0149-01;EX-0001-0149-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0149/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0302,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0184,spec-0012,948,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,616,BR-0012-0063,"TC-0012-0477,TC-0012-0478","AC-0012-0078,AC-0012-0079",active_split_or_sdd_decision,split,AC-0012-0078;AC-0012-0079,AC-0001-0150-01;AC-0001-0150-02,Validator keyword error and capture-template skeleton are distinct commands.,plan.yaml#BR-0012-0063,SDD split into one EX per reviewed AC and preserve old provenance,BR-0012-0063:125,EX-0001-0150-01;EX-0001-0150-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0150/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping.md#BR-0303,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0012-0185,spec-0012,949,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,79e17db877e832c38bb3f8f42f508cd754386c92b026f048d97caaf2060cf67e,630,BR-0012-0064,"TC-0012-0479,TC-0012-0480","AC-0012-0080,AC-0012-0081",active_split_or_sdd_decision,split,AC-0012-0080;AC-0012-0081,AC-0001-0151-01;AC-0001-0151-02,Mutation log write and missing-writer reviewer finding are distinct behaviors.,plan.yaml#BR-0012-0064,SDD split into one EX per reviewed AC and preserve old provenance,BR-0012-0064:126,EX-0001-0151-01;EX-0001-0151-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0151/03_Example.md,.qfai/spec/03_contract/cli/qfai-prototyping-iterate.md#BR-0305,new_story_and_contract_verified;old_source_removal_authorized,archive SHA256 and source line match; new EX/AC and contract BR references verified; DEC-0715;DEC-0716;DEC-0717
EX-0013-0001,spec-0013,972,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,3,BR-0013-0001,"TC-0013-0001,TC-0013-0002,TC-0013-0005,TC-0013-0007,TC-0013-0008,TC-0013-0021","AC-0013-0001,AC-0013-0002,AC-0013-0005,AC-0013-0007,AC-0013-0008",retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0001,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0013-0002,spec-0013,973,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,10,BR-0013-0002,"TC-0013-0004,TC-0013-0006","AC-0013-0004,AC-0013-0006",retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0002,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0013-0005,spec-0013,974,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,34,BR-0013-0007,TC-0013-0010,AC-0013-0027,retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0007,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0013-0006,spec-0013,975,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,41,BR-0013-0004,TC-0013-0011,AC-0013-0011,retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0004,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0013-0007,spec-0013,976,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,49,BR-0013-0005,TC-0013-0012,AC-0013-0026,retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0005,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0013-0008,spec-0013,977,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,57,BR-0013-0008,TC-0013-0013,AC-0013-0010,retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0008,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0013-0010,spec-0013,978,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,64,BR-0013-0010,"TC-0013-0014,TC-0013-0015,TC-0013-0016,TC-0013-0017",AC-0013-0013,retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0010,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0013-0009,spec-0013,979,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,71,BR-0013-0009,"TC-0013-0018,TC-0013-0019",AC-0013-0012,retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0009,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0013-0018,spec-0013,980,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,c66bf0a9f51222273c0be07cda9760241d39a29c7d728f9d82a84159c2500daf,134,BR-0013-0018,"TC-0013-0030,TC-0013-0031","AC-0013-0022,AC-0013-0023",retired_or_superseded,,,,,retired-rule-disposition.md#BR-0013-0018,Match approved retirement and archive; do not migrate old EX,,,,,retired_approved_archive_verified;source_pending_removal,archive SHA256 and source line match; approved rule disposition or DEC-0266 verified
EX-0015-0001,spec-0015,991,.qfai/evidence/migration-spec-to-story/retired/spec-0015/05_Examples.md,5e1fd2d009ce4179bfb952e43cc70bdea013be80371b12c3c0c3be389a81b6dc,3,BR-0015-0001,"TC-0015-0001,TC-0015-0002,TC-0015-0003,TC-0015-0009,TC-0015-0010,TC-0015-0015,TC-0015-0016","AC-0015-0001,AC-0015-0002,AC-0015-0003,AC-0015-0010,AC-0015-0023",active_single_br_tc_target,single,AC-0015-0003,AC-0001-0169-01,"Orchestrator delegation/no direct draft; other cited ACs concern card schema, responsibilities and routing defaults.",plan.yaml#BR-0015-0001,SDD place one EX under reviewed AC; normalize story-tree wording,BR-0015-0001:137,EX-0001-0169-03,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0169/03_Example.md,.qfai/spec/03_contract/cli/assistant-routing.md#BR-0342,source_removed_verified,archive SHA256 and source line match; new EX/AC and contract BR references verified; old EX source absent
EX-0015-0002,spec-0015,992,.qfai/evidence/migration-spec-to-story/retired/spec-0015/05_Examples.md,5e1fd2d009ce4179bfb952e43cc70bdea013be80371b12c3c0c3be389a81b6dc,10,BR-0015-0004,"TC-0015-0004,TC-0015-0008","AC-0015-0004,AC-0015-0008",active_single_br_tc_target,single,AC-0015-0004,AC-0001-0170-01,"Optional devils-advocate bare-negation alternative, not all-reviewer feedback.",plan.yaml#BR-0015-0004,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0170-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0170/03_Example.md,.qfai/spec/03_contract/cli/assistant-routing.md#BR-0345,source_removed_verified,archive SHA256 and source line match; new EX/AC and contract BR references verified; old EX source absent
EX-0015-0004,spec-0015,993,.qfai/evidence/migration-spec-to-story/retired/spec-0015/05_Examples.md,5e1fd2d009ce4179bfb952e43cc70bdea013be80371b12c3c0c3be389a81b6dc,24,BR-0015-0005,"TC-0015-0006,TC-0015-0007","AC-0015-0006,AC-0015-0007",active_split_or_sdd_decision,split,AC-0015-0006;AC-0015-0007,AC-0001-0171-01;AC-0001-0171-02,Two Given/When/Then chains: concrete rationale and empty/abstract N/A.,plan.yaml#BR-0015-0005,SDD split into one EX per reviewed AC and preserve old provenance,BR-0015-0005:138,EX-0001-0171-01;EX-0001-0171-02,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0171/03_Example.md,.qfai/spec/03_contract/cli/assistant-routing.md#BR-0346,source_removed_verified,archive SHA256 and source line match; new EX/AC and contract BR references verified; old EX source absent
EX-0016-0014,spec-0016,994,.qfai/evidence/migration-spec-to-story/retired/spec-0016/05_Examples.md,8b142796dad2cff0ea96b8411dca446fe846e36acabeec26ab4def0cbb03e13d,20,BR-0016-0010,"TC-0016-0013,TC-0016-0022","AC-0016-0012,AC-0016-0020",active_single_br_tc_target,single,AC-0016-0012,AC-0001-0187-02,Non-allowlisted fetch is blocked; sandbox default-deny config is a different AC.,plan.yaml#BR-0016-0010,SDD place one EX under reviewed AC; normalize story-tree wording,,EX-0001-0187-03,.qfai/spec/02_business-flow/business-flow-0001/user-story-0001-0187/03_Example.md,.qfai/spec/03_contract/cli/research-protocol.md#BR-0372,source_removed_verified,archive SHA256 and source line match; new EX/AC and contract BR references verified; old EX source absent
