old_id,new_id,disposition,reason
TC-0018-0259,EX-0001-0195-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-12
TC-0018-0260,EX-0001-0195-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-12
TC-0018-0261,EX-0001-0195-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-12
TC-0018-0262,EX-0001-0196-22,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-22
TC-0018-0263,EX-0001-0196-23,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-23
TC-0018-0264,EX-0001-0196-24,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-24
TC-0018-0265,EX-0001-0192-41,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0192-41
TC-0018-0266,EX-0001-0192-42,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0192-42
TC-0018-0267,EX-0001-0192-43,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0192-43
TC-0018-0268,EX-0001-0192-44,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0192-44
TC-0018-0269,EX-0001-0192-45,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0192-45
TC-0018-0060,EX-0001-0192-34,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0192-34
TC-0018-0061,EX-0001-0192-35,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0192-35
TC-0018-0062,EX-0001-0192-35,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0192-35
TC-0018-0063,EX-0001-0193-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-01
TC-0018-0064,EX-0001-0193-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-01
TC-0018-0065,EX-0001-0193-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-01
TC-0018-0066,EX-0001-0193-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-02
TC-0018-0067,EX-0001-0193-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-03
TC-0018-0068,EX-0001-0193-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-04
TC-0018-0069,EX-0001-0193-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-04
TC-0018-0070,EX-0001-0193-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-05
TC-0018-0071,EX-0001-0193-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-06
TC-0018-0072,EX-0001-0193-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-06
TC-0018-0073,EX-0001-0193-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-07
TC-0018-0074,EX-0001-0193-08,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-08
TC-0018-0075,EX-0001-0193-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-09
TC-0018-0076,EX-0001-0193-10,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0193-10
TC-0018-0077,EX-0001-0194-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0194-01
TC-0018-0078,EX-0001-0194-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0194-02
TC-0018-0079,EX-0001-0194-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0194-03
TC-0018-0080,EX-0001-0194-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0194-03
TC-0018-0081,EX-0001-0194-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0194-04
TC-0018-0082,EX-0001-0194-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0194-05
TC-0018-0083,EX-0001-0194-07,carried,a test case the story tree states as an example: a test fix missing its review receipt or its re-run receipt
TC-0018-0084,EX-0001-0195-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-01
TC-0018-0085,EX-0001-0195-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-02
TC-0018-0086,EX-0001-0195-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-03
TC-0018-0087,EX-0001-0195-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-03
TC-0018-0088,EX-0001-0195-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-04
TC-0018-0089,EX-0001-0195-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-04
TC-0018-0090,EX-0001-0195-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-04
TC-0018-0091,EX-0001-0195-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-05
TC-0018-0092,EX-0001-0195-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-06
TC-0018-0093,EX-0001-0195-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-07
TC-0018-0094,EX-0001-0195-08,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-08
TC-0018-0241,EX-0001-0195-11,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-11
TC-0018-0242,EX-0001-0195-11,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-11
TC-0018-0095,EX-0001-0195-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-09
TC-0018-0096,EX-0001-0195-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-09
TC-0018-0097,EX-0001-0195-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-09
TC-0018-0098,EX-0001-0195-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-09
TC-0018-0099,EX-0001-0195-10,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-10
TC-0018-0100,EX-0001-0195-10,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-10
TC-0018-0101,EX-0001-0195-10,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0195-10
TC-0018-0102,EX-0001-0196-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-01
TC-0018-0103,EX-0001-0196-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-01
TC-0018-0104,EX-0001-0196-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-01
TC-0018-0105,EX-0001-0196-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-02
TC-0018-0106,EX-0001-0196-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-03
TC-0018-0107,EX-0001-0196-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-03
TC-0018-0108,EX-0001-0196-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-04
TC-0018-0109,EX-0001-0196-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-04
TC-0018-0110,EX-0001-0196-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-05
TC-0018-0111,EX-0001-0196-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-06
TC-0018-0112,EX-0001-0196-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-07
TC-0018-0113,EX-0001-0196-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-07
TC-0018-0114,EX-0001-0196-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-07
TC-0018-0115,EX-0001-0196-08,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-08
TC-0018-0116,EX-0001-0196-08,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-08
TC-0018-0117,EX-0001-0196-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-09
TC-0018-0118,EX-0001-0196-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-09
TC-0018-0119,EX-0001-0196-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-09
TC-0018-0120,EX-0001-0196-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-09
TC-0018-0121,EX-0001-0196-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-09
TC-0018-0122,EX-0001-0196-10,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-10
TC-0018-0123,EX-0001-0196-11,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-11
TC-0018-0124,EX-0001-0196-11,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-11
TC-0018-0125,EX-0001-0196-11,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-11
TC-0018-0126,EX-0001-0196-11,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-11
TC-0018-0127,EX-0001-0196-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-12
TC-0018-0128,EX-0001-0196-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-12
TC-0018-0129,EX-0001-0196-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-12
TC-0018-0130,EX-0001-0196-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-12
TC-0018-0131,EX-0001-0196-13,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-13
TC-0018-0132,EX-0001-0196-13,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-13
TC-0018-0133,EX-0001-0196-13,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-13
TC-0018-0134,EX-0001-0196-13,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-13
TC-0018-0135,EX-0001-0196-14,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-14
TC-0018-0136,EX-0001-0196-14,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-14
TC-0018-0137,EX-0001-0196-14,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-14
TC-0018-0138,EX-0001-0196-14,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-14
TC-0018-0139,EX-0001-0196-15,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-15
TC-0018-0140,EX-0001-0196-16,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-16
TC-0018-0141,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0142,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0143,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0144,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0145,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0146,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0147,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0148,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0149,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0150,EX-0001-0196-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-17
TC-0018-0151,EX-0001-0196-18,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-18
TC-0018-0152,EX-0001-0196-18,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-18
TC-0018-0153,EX-0001-0196-19,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-19
TC-0018-0154,EX-0001-0196-20,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-20
TC-0018-0155,EX-0001-0196-21,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-21
TC-0018-0156,EX-0001-0196-21,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0196-21
TC-0018-0157,EX-0001-0197-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0197-01
TC-0018-0158,EX-0001-0197-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0197-02
TC-0018-0159,EX-0001-0197-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0197-03
TC-0018-0160,EX-0001-0197-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0197-04
TC-0018-0161,EX-0001-0197-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0197-05
TC-0018-0162,EX-0001-0197-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0197-05
TC-0018-0163,EX-0001-0197-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0197-05
TC-0018-0164,EX-0001-0198-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0198-01
TC-0018-0165,EX-0001-0198-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0198-01
TC-0018-0166,EX-0001-0198-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0198-02
TC-0018-0167,EX-0001-0198-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0198-03
TC-0018-0168,EX-0001-0198-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0198-04
TC-0018-0169,EX-0001-0199-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-01
TC-0018-0170,EX-0001-0199-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-02
TC-0018-0171,EX-0001-0199-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-03
TC-0018-0172,EX-0001-0199-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-03
TC-0018-0173,EX-0001-0199-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-04
TC-0018-0174,EX-0001-0199-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-04
TC-0018-0175,EX-0001-0199-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-05
TC-0018-0176,EX-0001-0199-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-06
TC-0018-0177,EX-0001-0199-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-06
TC-0018-0178,EX-0001-0199-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-06
TC-0018-0179,EX-0001-0199-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-07
TC-0018-0180,EX-0001-0199-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-07
TC-0018-0181,EX-0001-0199-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-07
TC-0018-0182,EX-0001-0199-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-07
TC-0018-0183,EX-0001-0199-08,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-08
TC-0018-0184,EX-0001-0199-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-09
TC-0018-0185,EX-0001-0199-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-09
TC-0018-0186,EX-0001-0199-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0199-09
TC-0018-0187,EX-0001-0200-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0200-01
TC-0018-0188,EX-0001-0200-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0200-01
TC-0018-0189,EX-0001-0200-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0200-02
TC-0018-0190,EX-0001-0200-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0200-03
TC-0018-0191,EX-0001-0201-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-01
TC-0018-0192,EX-0001-0201-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-01
TC-0018-0193,EX-0001-0201-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-01
TC-0018-0194,EX-0001-0201-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-01
TC-0018-0195,EX-0001-0201-01,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-01
TC-0018-0196,EX-0001-0201-21,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-21
TC-0018-0197,EX-0001-0201-22,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-22
TC-0018-0198,EX-0001-0201-23,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-23
TC-0018-0199,EX-0001-0201-24,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-24
TC-0018-0200,EX-0001-0201-25,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-25
TC-0018-0201,EX-0001-0201-26,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-26
TC-0018-0202,EX-0001-0201-27,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-27
TC-0018-0203,EX-0001-0201-28,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-28
TC-0018-0204,EX-0001-0201-29,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-29
TC-0018-0205,EX-0001-0201-30,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-30
TC-0018-0206,EX-0001-0201-31,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-31
TC-0018-0252,EX-0001-0201-37,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-37
TC-0018-0243,EX-0001-0201-34,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-34
TC-0018-0244,EX-0001-0201-35,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-35
TC-0018-0245,EX-0001-0201-36,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-36
TC-0018-0207,EX-0001-0201-32,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-32
TC-0018-0208,EX-0001-0201-33,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-33
TC-0018-0209,EX-0001-0201-02,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-02
TC-0018-0210,EX-0001-0201-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-03
TC-0018-0211,EX-0001-0201-03,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-03
TC-0018-0212,EX-0001-0201-04,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-04
TC-0018-0213,EX-0001-0201-05,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-05
TC-0018-0253,EX-0001-0201-38,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-38
TC-0018-0214,EX-0001-0201-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-06
TC-0018-0215,EX-0001-0201-06,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-06
TC-0018-0216,EX-0001-0201-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-07
TC-0018-0217,EX-0001-0201-07,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-07
TC-0018-0218,EX-0001-0201-08,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-08
TC-0018-0219,EX-0001-0201-08,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-08
TC-0018-0220,EX-0001-0201-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-09
TC-0018-0221,EX-0001-0201-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-09
TC-0018-0222,EX-0001-0201-09,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-09
TC-0018-0223,EX-0001-0201-10,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-10
TC-0018-0224,EX-0001-0201-10,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-10
TC-0018-0225,EX-0001-0201-10,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-10
TC-0018-0226,EX-0001-0201-11,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-11
TC-0018-0227,EX-0001-0201-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-12
TC-0018-0228,EX-0001-0201-12,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-12
TC-0018-0229,EX-0001-0201-13,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-13
TC-0018-0230,EX-0001-0201-14,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-14
TC-0018-0231,EX-0001-0201-15,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-15
TC-0018-0232,EX-0001-0201-16,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-16
TC-0018-0233,EX-0001-0201-17,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-17
TC-0018-0234,EX-0001-0201-18,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-18
TC-0018-0235,EX-0001-0201-19,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-19
TC-0018-0236,EX-0001-0201-19,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-19
TC-0018-0237,EX-0001-0201-20,dropped,the story tree has no test cases; the test that carries this case annotates EX-0001-0201-20
-,EX-0001-0192-46,added,example the story-tree restatement needs (DEC-0751)
-,EX-0001-0192-47,added,example the story-tree restatement needs (DEC-0751)
-,EX-0001-0192-48,added,example the story-tree restatement needs (DEC-0749)
-,EX-0001-0192-49,added,example the story-tree restatement needs (DEC-0754)
-,EX-0001-0193-11,added,example the story-tree restatement needs (DEC-0755)
-,EX-0001-0193-12,added,example the story-tree restatement needs (DEC-0750)
-,EX-0001-0194-06,added,example the story-tree restatement needs (DEC-0754)
-,EX-0001-0195-13,added,example the story-tree restatement needs (DEC-0748)
-,EX-0001-0195-14,added,example the story-tree restatement needs (DEC-0748)
-,BR-0662,added,rule the story-tree restatement needs (DEC-0749)
-,BR-0663,added,rule the story-tree restatement needs (DEC-0751)
-,BR-0664,added,rule the story-tree restatement needs (DEC-0751)
-,BR-0665,added,rule the story-tree restatement needs (DEC-0748)
-,BR-0666,added,rule the story-tree restatement needs (DEC-0755)
-,BR-0667,added,rule the story-tree restatement needs (DEC-0750)
-,EX-0001-0192-50,added,example the story-tree restatement needs (DEC-0776)
-,EX-0001-0193-13,added,example the story-tree restatement needs (DEC-0777)
-,BR-0743,added,rule the story-tree restatement needs (DEC-0776)
-,BR-0744,added,rule the story-tree restatement needs (DEC-0777)
-,AC-0001-0192-16,added,criterion the story-tree restatement needs (DEC-0751)
-,AC-0001-0195-09,added,criterion the story-tree restatement needs (DEC-0748)
DR-0018-0001,DEC-0761,carried,decision still in force
DR-0018-0002,dropped,dropped,a spec-size signal the story tree has no use for
DR-0018-0003,DEC-0762,carried,decision still in force
DR-0018-0004,DEC-0763,carried,decision still in force
DR-0018-0005,DEC-0764,carried,decision still in force
DR-0018-0006,DEC-0765,carried,decision still in force
DR-0018-0007,DEC-0766,carried,decision still in force
DR-0018-0008,DEC-0767,carried,decision still in force
DR-0018-0009,DEC-0768,carried,decision still in force
DR-0018-0010,DEC-0769,carried,decision still in force
DR-0018-0011,DEC-0770,carried,decision still in force
DR-0018-0012,DEC-0771,carried,decision still in force
DR-0018-0013,DEC-0772,carried,decision still in force
OQ-0018-0001,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0002,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0003,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0004,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0005,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0006,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0007,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0008,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0009,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0010,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0011,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0012,-,resolved,answered by the contract section main named; the story-tree contracts carry the answer
OQ-0018-0013,OQ-0188,carried,still deferred
OQ-0018-0014,OQ-0189,carried,still deferred
OQ-0018-0015,OQ-0190,carried,still deferred
